time_period,time_identifier,geographic_level,country_code,country_name,subject_name,subject_sector_area,characteristic_type,characteristic_value,characteristic_gender,astar_grade_achieved,a_grade_achieved,b_grade_achieved,c_grade_achieved,d_grade_achieved,e_grade_achieved,u_grade_achieved,total_students
201920,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,First Language,English language,Male,1517,2695,3115,3072,1839,689,59,12988
201920,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",First Language,English language,Female,674,1709,2808,2417,881,221,19,8730
201920,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",First Language,English language,Male,714,2242,4170,4052,1543,373,33,13129
201920,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,First Language,English language,Female,1892,4169,3939,2969,1469,535,35,15008
201920,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,First Language,English language,Male,2063,3419,3135,2604,1403,613,52,13290
201920,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),First Language,English language,Female,189,283,270,217,87,30,2,1078
201920,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),First Language,English language,Male,906,1540,1769,1654,830,234,21,6954
201920,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,First Language,English language,Female,267,540,618,469,150,53,4,2102
201920,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,First Language,English language,Male,335,774,1161,1205,564,180,6,4225
201920,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",First Language,English language,Female,501,1249,1706,1019,212,29,3,4719
201920,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",First Language,English language,Male,133,344,632,488,145,25,2,1770
201920,Academic year,National,E92000001,England,Economics,Social Sciences,First Language,English language,Female,630,1396,1350,851,273,56,4,4561
201920,Academic year,National,E92000001,England,Economics,Social Sciences,First Language,English language,Male,1219,2906,3518,2882,986,259,15,11785
201920,Academic year,National,E92000001,England,French,"Other languages, literature and culture",First Language,English language,Female,526,1005,837,524,158,37,4,3091
201920,Academic year,National,E92000001,England,French,"Other languages, literature and culture",First Language,English language,Male,206,361,295,180,72,14,1,1129
201920,Academic year,National,E92000001,England,Further maths,Science and Mathematics,First Language,English language,Female,821,674,412,176,51,23,3,2160
201920,Academic year,National,E92000001,England,Further maths,Science and Mathematics,First Language,English language,Male,2261,1708,964,514,181,67,6,5701
201920,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,First Language,English language,Female,0,0,0,0,1,0,3,4
201920,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,First Language,English language,Male,0,0,1,0,1,0,4,6
201920,Academic year,National,E92000001,England,Geography,Social Sciences,First Language,English language,Female,1395,2839,3021,2137,727,143,12,10274
201920,Academic year,National,E92000001,England,Geography,Social Sciences,First Language,English language,Male,738,1910,3012,3040,1304,318,24,10347
201920,Academic year,National,E92000001,England,German,"Other languages, literature and culture",First Language,English language,Female,165,363,300,165,39,7,0,1039
201920,Academic year,National,E92000001,England,German,"Other languages, literature and culture",First Language,English language,Male,133,197,144,88,50,10,0,622
201920,Academic year,National,E92000001,England,Government and politics,Social Sciences,First Language,English language,Female,674,1207,1336,1001,357,107,13,4695
201920,Academic year,National,E92000001,England,Government and politics,Social Sciences,First Language,English language,Male,599,1191,1511,1278,509,139,14,5241
201920,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",First Language,English language,Female,2035,4326,5305,3716,1168,238,14,16802
201920,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",First Language,English language,Male,1064,2613,3879,3560,1477,310,19,12922
201920,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",First Language,English language,Female,527,1087,1636,1407,579,213,32,5481
201920,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",First Language,English language,Male,193,436,748,878,423,173,19,2871
201920,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",First Language,English language,Female,396,1363,2379,1728,406,56,4,6341
201920,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",First Language,English language,Male,137,580,1518,1784,601,97,7,4728
201920,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",First Language,English language,Female,173,445,554,359,113,26,0,1670
201920,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",First Language,English language,Male,215,450,518,364,149,39,2,1737
201920,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",First Language,English language,Female,204,592,862,591,146,23,1,2423
201920,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",First Language,English language,Male,104,373,809,774,252,45,5,2366
201920,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,First Language,English language,Female,73,136,198,160,84,25,1,677
201920,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,First Language,English language,Male,139,237,265,269,171,47,2,1130
201920,Academic year,National,E92000001,England,Other social studies,Social Sciences,First Language,English language,Female,95,199,268,217,121,44,6,950
201920,Academic year,National,E92000001,England,Other social studies,Social Sciences,First Language,English language,Male,86,125,182,118,63,26,1,601
201920,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",First Language,English language,Female,621,1141,1283,969,335,70,4,4423
201920,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",First Language,English language,Male,289,758,1356,1400,644,199,9,4655
201920,Academic year,National,E92000001,England,Physics,Science and Mathematics,First Language,English language,Female,758,1114,1103,849,469,174,18,4485
201920,Academic year,National,E92000001,England,Physics,Science and Mathematics,First Language,English language,Male,2644,3842,4006,3405,2151,931,73,17053
201920,Academic year,National,E92000001,England,Psychology,Science and Mathematics,First Language,English language,Female,3251,7055,9679,8357,3541,998,104,32987
201920,Academic year,National,E92000001,England,Psychology,Science and Mathematics,First Language,English language,Male,508,1537,2843,3653,2150,770,58,11519
201920,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",First Language,English language,Female,706,1653,2094,1666,593,162,11,6886
201920,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",First Language,English language,Male,227,517,677,651,268,78,11,2430
201920,Academic year,National,E92000001,England,Sociology,Social Sciences,First Language,English language,Female,1976,4360,6578,5477,1890,454,42,20782
201920,Academic year,National,E92000001,England,Sociology,Social Sciences,First Language,English language,Male,304,852,1701,1978,895,253,22,6005
201920,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",First Language,English language,Female,516,862,857,517,165,35,1,2953
201920,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",First Language,English language,Male,202,356,313,203,75,16,1,1166
201920,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",First Language,English language,Female,218,418,422,256,70,19,1,1404
201920,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",First Language,English language,Male,89,192,269,203,66,22,1,842
201920,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",First Language,English language,Female,3523,6800,10312,8456,2616,384,16,32110
201920,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",First Language,English language,Male,953,1729,3139,3016,1217,225,14,10294
201920,Academic year,National,E92000001,England,Total maths,Science and Mathematics,First Language,English language,Female,4014,5450,4173,3215,1670,672,58,19252
201920,Academic year,National,E92000001,England,Total maths,Science and Mathematics,First Language,English language,Male,7194,7505,6307,5586,3289,1587,158,31626
201920,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",First Language,English language,Female,73,80,49,30,11,5,5,253
201920,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",First Language,English language,Male,30,49,35,20,6,2,3,145
201920,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",First Language,Other than English language,Female,9,30,41,59,28,16,4,187
201920,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",First Language,Other than English language,Male,11,59,75,88,77,39,5,354
201920,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",First Language,Other than English language,Female,424,671,911,542,154,45,2,2750
201920,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",First Language,Other than English language,Male,98,174,348,285,95,20,2,1023
201920,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,First Language,Other than English language,Female,685,1578,1973,1785,952,349,34,7358
201920,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,First Language,Other than English language,Male,431,849,981,987,600,254,30,4134
201920,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",First Language,Other than English language,Female,96,323,597,553,247,92,12,1920
201920,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",First Language,Other than English language,Male,104,375,858,937,446,113,11,2845
201920,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,First Language,Other than English language,Female,506,1547,1781,1618,826,302,37,6617
201920,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,First Language,Other than English language,Male,567,1148,1227,1117,649,261,37,5007
201920,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),First Language,Other than English language,Female,37,92,98,68,46,16,1,358
201920,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),First Language,Other than English language,Male,166,358,501,437,275,110,15,1862
201920,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,First Language,Other than English language,Female,33,71,97,97,46,9,0,353
201920,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,First Language,Other than English language,Male,37,111,192,212,117,38,5,712
201920,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",First Language,Other than English language,Female,18,60,90,86,18,4,1,277
201920,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",First Language,Other than English language,Male,5,14,35,29,16,4,0,103
201920,Academic year,National,E92000001,England,Economics,Social Sciences,First Language,Other than English language,Female,214,450,632,502,182,45,5,2030
201920,Academic year,National,E92000001,England,Economics,Social Sciences,First Language,Other than English language,Male,313,728,1104,947,422,125,16,3655
201920,Academic year,National,E92000001,England,French,"Other languages, literature and culture",First Language,Other than English language,Female,126,218,223,152,63,15,1,798
201920,Academic year,National,E92000001,England,French,"Other languages, literature and culture",First Language,Other than English language,Male,59,90,84,61,21,6,0,321
201920,Academic year,National,E92000001,England,Further maths,Science and Mathematics,First Language,Other than English language,Female,185,197,121,53,19,4,2,581
201920,Academic year,National,E92000001,England,Further maths,Science and Mathematics,First Language,Other than English language,Male,582,481,288,164,71,19,3,1608
201920,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,First Language,Other than English language,Female,0,0,0,0,0,0,1,1
201920,Academic year,National,E92000001,England,Geography,Social Sciences,First Language,Other than English language,Female,137,296,330,270,99,17,3,1153
